Date,Price,inflation_adjusted_price,price_rank
2007-10-01,3.048,4.887,356.0
2007-10-08,3.035,4.866,366.0
2007-10-15,3.039,4.872,363.5
2007-10-22,3.094,4.961,346.0
2007-10-29,3.157,5.062,334.0
2007-11-05,3.303,5.264,303.0
2007-11-12,3.425,5.459,258.0
2007-11-19,3.41,5.435,266.5
2007-11-26,3.444,5.489,252.5
2007-12-03,3.416,5.448,262.0
2007-12-10,3.325,5.303,294.0
2007-12-17,3.309,5.277,300.0
2007-12-24,3.308,5.276,301.0
2007-12-31,3.345,5.335,288.0
2008-01-07,3.376,5.358,284.0
2008-01-14,3.326,5.278,299.0
2008-01-21,3.27,5.189,313.0
2008-01-28,3.259,5.172,317.0
2008-02-04,3.28,5.19,311.5
2008-02-11,3.28,5.19,311.5
2008-02-18,3.396,5.374,278.0
2008-02-25,3.552,5.621,187.0
2008-03-03,3.658,5.739,137.0
2008-03-10,3.819,5.991,65.0
2008-03-17,3.974,6.234,36.0
2008-03-24,3.989,6.258,35.0
2008-03-31,3.964,6.219,37.0
2008-04-07,3.955,6.167,39.0
2008-04-14,4.059,6.329,30.0
2008-04-21,4.143,6.46,20.0
2008-04-28,4.177,6.513,18.0
2008-05-05,4.149,6.416,25.5
2008-05-12,4.331,6.697,13.0
2008-05-19,4.497,6.954,11.0
2008-05-26,4.723,7.303,1.0
2008-06-02,4.707,7.206,3.0
2008-06-09,4.692,7.183,6.5
2008-06-16,4.692,7.183,6.5
2008-06-23,4.648,7.116,8.0
2008-06-30,4.645,7.111,9.0
2008-07-07,4.727,7.199,4.0
2008-07-14,4.764,7.255,2.0
2008-07-21,4.718,7.185,5.0
2008-07-28,4.603,7.01,10.0
2008-08-04,4.502,6.884,12.0
2008-08-11,4.353,6.656,14.0
2008-08-18,4.207,6.432,24.0
2008-08-25,4.145,6.338,29.0
2008-09-01,4.121,6.31,32.0
2008-09-08,4.059,6.215,38.0
2008-09-15,4.023,6.16,40.0
2008-09-22,3.958,6.06,49.0
2008-09-29,3.959,6.062,48.0
2008-10-06,3.875,5.994,64.0
2008-10-13,3.659,5.659,169.0
2008-10-20,3.482,5.386,274.0
2008-10-27,3.288,5.086,329.0
2008-11-03,3.088,4.87,365.0
2008-11-10,2.944,4.642,423.0
2008-11-17,2.809,4.43,503.0
2008-11-24,2.664,4.201,608.0
2008-12-01,2.615,4.167,628.5
2008-12-08,2.515,4.007,749.0
2008-12-15,2.422,3.859,863.0
2008-12-22,2.366,3.77,900.0
2008-12-29,2.327,3.708,932.0
2009-01-05,2.291,3.635,955.0
2009-01-12,2.314,3.671,942.5
2009-01-19,2.296,3.643,952.0
2009-01-26,2.268,3.598,964.0
2009-02-02,2.246,3.546,980.0
2009-02-09,2.219,3.503,1008.5
2009-02-16,2.186,3.451,1035.0
2009-02-23,2.13,3.363,1066.0
2009-03-02,2.087,3.287,1090.5
2009-03-09,2.045,3.221,1099.5
2009-03-16,2.017,3.176,1111.0
2009-03-23,2.09,3.291,1088.5
2009-03-30,2.221,3.498,1014.5
2009-04-06,2.228,3.5,1012.0
2009-04-13,2.229,3.502,1010.5
2009-04-20,2.221,3.489,1018.5
2009-04-27,2.201,3.458,1031.0
2009-05-04,2.185,3.423,1046.0
2009-05-11,2.216,3.471,1026.0
2009-05-18,2.231,3.495,1016.0
2009-05-25,2.274,3.562,973.5
2009-06-01,2.352,3.653,949.0
2009-06-08,2.498,3.879,854.5
2009-06-15,2.572,3.994,763.0
2009-06-22,2.616,4.063,701.5
2009-06-29,2.608,4.05,712.5
2009-07-06,2.594,4.035,728.5
2009-07-13,2.542,3.954,802.5
2009-07-20,2.496,3.883,849.5
2009-07-27,2.528,3.932,818.0
2009-08-03,2.55,3.958,800.0
2009-08-10,2.625,4.074,693.0
2009-08-17,2.652,4.116,666.5
2009-08-24,2.668,4.141,647.0
2009-08-31,2.674,4.15,642.5
2009-09-07,2.647,4.106,670.0
2009-09-14,2.634,4.085,688.0
2009-09-21,2.622,4.067,698.5
2009-09-28,2.601,4.034,730.0
2009-10-05,2.582,4.001,755.5
2009-10-12,2.6,4.029,731.5
2009-10-19,2.705,4.192,614.0
2009-10-26,2.801,4.34,537.0
2009-11-02,2.808,4.348,531.0
2009-11-09,2.801,4.337,539.5
2009-11-16,2.79,4.32,548.0
2009-11-23,2.787,4.316,550.0
2009-11-30,2.775,4.297,563.0
2009-12-07,2.772,4.3,560.5
2009-12-14,2.748,4.263,586.0
2009-12-21,2.726,4.229,595.0
2009-12-28,2.732,4.238,594.0
2010-01-04,2.797,4.324,545.0
2010-01-11,2.879,4.451,495.0
2010-01-18,2.87,4.437,499.0
2010-01-25,2.833,4.38,515.0
2010-02-01,2.781,4.298,562.0
2010-02-08,2.769,4.28,572.5
2010-02-15,2.756,4.259,589.0
2010-02-22,2.832,4.377,519.0
2010-03-01,2.861,4.404,511.0
2010-03-08,2.904,4.47,490.0
2010-03-15,2.924,4.501,470.0
2010-03-22,2.946,4.535,455.0
2010-03-29,2.939,4.524,460.0
2010-04-05,3.015,4.633,426.0
2010-04-12,3.069,4.716,405.0
2010-04-19,3.074,4.723,403.0
2010-04-26,3.078,4.729,402.0
2010-05-03,3.122,4.793,383.0
2010-05-10,3.127,4.801,381.0
2010-05-17,3.094,4.75,399.0
2010-05-24,3.021,4.638,425.0
2010-05-31,2.98,4.575,443.0
2010-06-07,2.946,4.528,457.0
2010-06-14,2.928,4.5,472.0
2010-06-21,2.961,4.551,448.0
2010-06-28,2.956,4.543,451.0
2010-07-05,2.924,4.493,480.5
2010-07-12,2.903,4.461,493.0
2010-07-19,2.899,4.454,494.0
2010-07-26,2.919,4.485,485.0
2010-08-02,2.928,4.493,480.5
2010-08-09,2.991,4.589,437.0
2010-08-16,2.979,4.571,445.0
2010-08-23,2.957,4.537,454.0
2010-08-30,2.938,4.508,467.0
2010-09-06,2.931,4.495,478.5
2010-09-13,2.943,4.513,465.0
2010-09-20,2.96,4.539,452.0
2010-09-27,2.951,4.525,458.5
2010-10-04,3.0,4.595,434.0
2010-10-11,3.066,4.696,411.0
2010-10-18,3.073,4.707,408.0
2010-10-25,3.067,4.697,410.0
2010-11-01,3.067,4.695,412.0
2010-11-08,3.116,4.77,393.5
2010-11-15,3.184,4.875,361.0
2010-11-22,3.171,4.855,367.0
2010-11-29,3.162,4.841,372.0
2010-12-06,3.197,4.886,357.0
2010-12-13,3.231,4.938,350.0
2010-12-20,3.248,4.964,345.0
2010-12-27,3.294,5.034,339.0
2011-01-03,3.331,5.067,332.0
2011-01-10,3.333,5.07,331.0
2011-01-17,3.407,5.182,315.0
2011-01-24,3.43,5.217,307.5
2011-01-31,3.438,5.23,305.0
2011-02-07,3.513,5.317,291.5
2011-02-14,3.534,5.349,285.5
2011-02-21,3.573,5.408,271.0
2011-02-28,3.716,5.625,185.0
2011-03-07,3.871,5.803,119.5
2011-03-14,3.908,5.858,103.0
2011-03-21,3.907,5.857,104.0
2011-03-28,3.932,5.894,93.0
2011-04-04,3.976,5.922,86.0
2011-04-11,4.078,6.074,47.0
2011-04-18,4.105,6.114,43.5
2011-04-25,4.098,6.104,45.0
2011-05-02,4.124,6.114,43.5
2011-05-09,4.104,6.084,46.0
2011-05-16,4.061,6.02,56.0
2011-05-23,3.997,5.925,85.0
2011-05-30,3.948,5.853,107.0
2011-06-06,3.94,5.847,108.0
2011-06-13,3.954,5.868,101.0
2011-06-20,3.95,5.862,102.0
2011-06-27,3.888,5.77,128.0
2011-07-04,3.85,5.708,145.0
2011-07-11,3.899,5.781,126.0
2011-07-18,3.923,5.817,117.0
2011-07-25,3.949,5.855,105.0
2011-08-01,3.937,5.821,116.0
2011-08-08,3.897,5.762,132.0
2011-08-15,3.835,5.671,166.0
2011-08-22,3.81,5.634,183.0
2011-08-29,3.82,5.648,176.0
2011-09-05,3.868,5.711,144.0
2011-09-12,3.862,5.702,146.0
2011-09-19,3.833,5.659,169.0
2011-09-26,3.786,5.59,208.5
2011-10-03,3.749,5.546,230.5
2011-10-10,3.721,5.505,249.0
2011-10-17,3.801,5.623,186.0
2011-10-24,3.825,5.659,169.0
2011-10-31,3.892,5.758,133.0
2011-11-07,3.887,5.756,134.5
2011-11-14,3.987,5.904,92.0
2011-11-21,4.01,5.938,82.0
2011-11-28,3.964,5.87,99.5
2011-12-05,3.931,5.835,111.5
2011-12-12,3.894,5.78,127.0
2011-12-19,3.828,5.682,157.0
2011-12-26,3.791,5.627,184.0
2012-01-02,3.783,5.591,206.5
2012-01-09,3.828,5.657,171.0
2012-01-16,3.854,5.696,148.0
2012-01-23,3.848,5.687,155.0
2012-01-30,3.85,5.69,153.0
2012-02-06,3.856,5.674,164.5
2012-02-13,3.943,5.802,121.0
2012-02-20,3.96,5.827,113.0
2012-02-27,4.051,5.961,75.5
2012-03-05,4.094,5.978,70.5
2012-03-12,4.123,6.021,55.0
2012-03-19,4.142,6.049,51.0
2012-03-26,4.147,6.056,50.0
2012-04-02,4.142,6.03,54.0
2012-04-09,4.148,6.039,53.0
2012-04-16,4.127,6.008,58.0
2012-04-23,4.085,5.947,79.0
2012-04-30,4.073,5.93,83.0
2012-05-07,4.057,5.914,89.0
2012-05-14,4.004,5.836,109.5
2012-05-21,3.956,5.766,129.0
2012-05-28,3.897,5.68,158.5
2012-06-04,3.846,5.614,189.5
2012-06-11,3.781,5.519,241.0
2012-06-18,3.729,5.443,263.0
2012-06-25,3.678,5.369,279.0
2012-07-02,3.648,5.334,289.0
2012-07-09,3.683,5.385,275.0
2012-07-16,3.695,5.403,272.0
2012-07-23,3.783,5.531,235.0
2012-07-30,3.796,5.55,227.5
2012-08-06,3.85,5.598,201.0
2012-08-13,3.965,5.765,130.5
2012-08-20,4.026,5.854,106.0
2012-08-27,4.089,5.946,80.0
2012-09-03,4.127,5.974,73.0
2012-09-10,4.132,5.981,68.0
2012-09-17,4.135,5.986,66.0
2012-09-24,4.086,5.915,88.0
2012-10-01,4.079,5.907,91.0
2012-10-08,4.094,5.929,84.0
2012-10-15,4.15,6.01,57.0
2012-10-22,4.116,5.961,75.5
